,Unnamed: 0,title,year,journal,authors,links,abstract
264,264,A Smart Diaper System Using Bluetooth and Smartphones to Automatically Detect Urination and Volume of Voiding: Prospective Observational Pilot Study in an Acute Care Hospital,2021,J Med Internet Res,Jae Ho Cho,https://doi.org/10.2196/29979,"Background: Caregivers of patients who wear conventional diapers are required to check for voiding every hour because prolonged wearing of wet diapers causes health problems including diaper dermatitis and urinary tract infections. However, frequent checking is labor intensive and disturbs patients' and caregivers' sleep. Furthermore, assessing patients' urine output with diapers in an acute care setting is difficult. Recently, a smart diaper system with wetness detection technology was developed to solve these issues.
Objective: We aimed to evaluate the applicability of the smart diaper system for urinary detection, its accuracy in measuring voiding volume, and its effect on incontinence-associated dermatitis (IAD) occurrence in an acute care hospital.
Methods: This prospective, observational, single-arm pilot study was conducted at a single tertiary hospital. We recruited 35 participants aged ≥50 years who were wearing diapers due to incontinence between August and November 2020. When the smart diaper becomes wet, the smart diaper system notifies the caregiver to change the diaper and measures voiding volume automatically. Caregivers were instructed to record the weight of wet diapers on frequency volume charts (FVCs). We determined the voiding detection rate of the smart diaper system and compared the urine volume as automatically calculated by the smart diaper system with the volume recorded on FVCs. Agreement between the two measurements was estimated using a Bland-Altman plot. We also checked for the occurrence or aggravation of IAD and bed sores.
Results: A total of 30 participants completed the protocol and 390 episodes of urination were recorded. There were 108 records (27.7%) on both the FVCs and the smart diaper system, 258 (66.2%) on the FVCs alone, 18 (4.6%) on the smart diaper system alone, and 6 (1.5%) on the FVCs with sensing device lost. The detection rate of the smart diaper system was 32.8% (126/384). When analyzing records concurrently listed in both the FVCs and the smart diaper system, linear regression showed a strong correlation between the two measurements (R2=0.88, P<.001). The Bland-Altman assessment showed good agreement between the two measurements, with a mean difference of -4.2 mL and 95% limits of agreement of -96.7 mL and 88.3 mL. New occurrence and aggravation of IAD and bed sores were not observed. Bed sores improved in one participant.
Conclusions: The smart diaper system showed acceptable accuracy for measuring urine volume and it could replace conventional FVCs in acute setting hospitals. Furthermore, the smart diaper system has the potential advantage of preventing IAD development and bed sore worsening. However, the detection rate of the smart diaper system was lower than expected. Detection rate polarization among participants was observed, and improvements in the user interface and convenience are needed for older individuals who are unfamiliar with the smart diaper system."
265,265,Documentation of impaired epidermal barrier in mild and moderate diaper dermatitis in vivo using noninvasive methods,2011,Pediatr Dermatol,Georgios N Stamatas,https://doi.org/10.1111/j.1525-1470.2011.01308.x,"The presence of irritants from feces and urine with the concurrent mechanical friction and occlusion creates an environment in the diapered area that renders the skin prone to diaper dermatitis. Besides being a source of discomfort to the infant, these skin irritations pose a risk of secondary infections. In this study, we used noninvasive in vivo techniques to define measurable parameters that correlate with diaper dermatitis pathophysiology. In 35 infants (16 with mild or moderate and 19 without diaper dermatitis) we compared skin of diapered areas afflicted with diaper dermatitis to lesion-free diapered sites and to skin outside the diapered area (thigh). Our findings show significantly elevated cutaneous erythema, pH, and hydration, with significantly compromised water barrier function in involved areas compared to nonlesional sites both within and outside the diapered area. Furthermore, skin pH in nonlesional diapered skin for the diaper dermatitis cohort was significantly higher compared to the nondiapered sites. These observations are consistent with the current understanding of pathological skin changes in diaper dermatitis. In this study, we demonstrate that noninvasive methods can document relevant parameters to diaper dermatitis in vivo."
266,266,Anti-Inflammatory and Restorative Effects of Olives in Topical Application,2021,Dermatol Res Pract,Mahdiyeh Taheri,https://doi.org/10.1155/2021/9927976,"Methods: A literature search was conducted (1990-2021) in Medline, Embase, CINAHL, Google Scholar, Science Direct, SID, IranDoc, and Magiran databases. From the 102 reviewed articles, 17 articles were selected to be included in the current article.
Results: Various forms of olive have long been used to accelerate the healing of various wounds and skin damage such as diabetic foot ulcers, atopic dermatitis, diaper dermatitis, episiotomy wound, and nipple ulcer but there are still no credible documents or articles that provide reliable evidence of topical use.
Conclusion: According to the information obtained from the articles reviewed, olive oil appears to be an effective, safe, and available treatment. This study suggests that olive oil is an alternative remedy to minimize the frequent use of chemical-based treatments. More research may be beneficial to reach certainty in terms of curative properties of olive oil in similar or different injuries in different populations."
267,267,Towards an international language for incontinence-associated dermatitis (IAD): design and evaluation of psychometric properties of the Ghent Global IAD Categorization Tool (GLOBIAD) in 30 countries,2018,Br J Dermatol,D Beeckman,https://doi.org/10.1111/bjd.16327,"Background: Incontinence-associated dermatitis (IAD) is a specific type of irritant contact dermatitis with different severity levels. An internationally accepted instrument to assess the severity of IAD in adults, with established diagnostic accuracy, agreement and reliability, is needed to support clinical practice and research.
Objectives: To design the Ghent Global IAD Categorization Tool (GLOBIAD) and evaluate its psychometric properties.
Methods: The design was based on expert consultation using a three-round Delphi procedure with 34 experts from 13 countries. The instrument was tested using IAD photographs, which reflected different severity levels, in a sample of 823 healthcare professionals from 30 countries. Measures for diagnostic accuracy (sensitivity and specificity), agreement, interrater reliability (multirater Fleiss kappa) and intrarater reliability (Cohen's kappa) were assessed.
Results: The GLOBIAD consists of two categories based on the presence of persistent redness (category 1) and skin loss (category 2), both of which are subdivided based on the presence of clinical signs of infection. The agreement for differentiating between category 1 and category 2 was 0·86 [95% confidence interval (CI) 0·86-0·87], with a sensitivity of 90% and a specificity of 84%. The overall agreement was 0·55 (95% CI 0·55-0·56). The Fleiss kappa for differentiating between category 1 and category 2 was 0·65 (95% CI 0·65-0·65). The overall Fleiss kappa was 0·41 (95% CI 0·41-0·41). The Cohen's kappa for differentiating between category 1 and category 2 was 0·76 (95% CI 0·75-0·77). The overall Cohen's kappa was 0·61 (95% CI 0·59-0·62).
Conclusions: The development of the GLOBIAD is a major step towards a better systematic assessment of IAD in clinical practice and research worldwide. However, further validation is needed."
268,268,Does the presence of bacterial urinary infection contribute to the development of incontinence-associated dermatitis? A scoping review,2021,J Tissue Viability,Sofoklis Koudounas,https://doi.org/10.1016/j.jtv.2021.01.008,"Objective: Incontinence-associated dermatitis (IAD) is an inflammatory skin condition caused by the repeated exposure to urine and faeces. It is not common for urinary incontinence only to cause IAD, however patients with urinary tract infections (UTIs) are also at increased risk for IAD. This scoping review aimed to provide a summary of the relationship between bacterial urinary infections and IAD.
Methods: We conducted a scoping review following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses extension for Scoping Reviews. PubMed, CINAHL, Medline, and Web of Science were searched for relevant articles from January 2007 through February 2020.
Results: Based on eligibility criteria, 13 research studies and review articles were included. Despite the acknowledged role of bacterial infections can play in IAD and the importance of eradicating infections for the prevention of skin breakdown, there have been limited studies that have investigated how uropathogenic bacteria, in combination with urine, lead to skin damage and IAD. The use of urinary catheters also predisposes to UTIs; however, prevalence/incidence rates of IAD in these patients are not clear, as they were considered as continent of urine in the included studies.
Conclusion: Further research is needed to elucidate the mechanisms of how bacteria, in combination with urine, lead to IAD."
269,269,Relationship between skin barrier function in early neonates and diaper dermatitis during the first month of life: a prospective observational study,2014,Pediatr Dermatol,Kaori Yonezawa,https://doi.org/10.1111/pde.12394,"Diaper dermatitis, a common skin problem in newborn infants, is characterized by poor functioning of the skin barrier. This study aimed to elucidate the relationship between skin barrier function in 4-day-old infants and the occurrence of diaper dermatitis during the first month of life. We recruited healthy Japanese infants born at 35 weeks of gestation or more. We measured indicators of skin barrier function, namely skin pH and transepidermal water loss, in 4-day-old infants on four places on the body. Individual characteristics were recorded from the infants' medical charts. The presence of diaper dermatitis was judged using the diaper rash and erythema scoring scale, which was based on daily recording of the infants' skin condition by their parents. The parents also filled out a questionnaire 1 month after birth regarding stool frequency and certain external factors. The association between diaper dermatitis and skin barrier function was assessed using multiple logistic regression analysis. The analysis included 88 infants. The incidence of diaper dermatitis was 25.0%. After adjusting for stool frequency for 1 month we noted that high pH on the inner arm skin in 4-day-old infants increased the risk of diaper dermatitis during the first month of life (adjusted odds ratio 3.35 [95% confidence interval = 1.12, 10.04]). Early neonatal skin pH may predict the risk of diaper dermatitis during the first month of life. Our results may be useful in devising strategies to prevent diaper dermatitis."
270,270,Efficacy of an improved absorbent pad on incontinence-associated dermatitis in older women: cluster randomized controlled trial,2012,BMC Geriatr,Junko Sugama,https://doi.org/10.1186/1471-2318-12-22,"Background: Most older adults with urinary incontinence use absorbent pads. Because of exposure to moisture and chemical irritating substances in urine, the perineal skin region is always at risk for development of incontinence-associated dermatitis (IAD). The aim of this study was to examine the efficacy of an improved absorbent pad against IAD.
Methods: A cluster randomized controlled design was used to compare the efficacy of two absorbent pads. Female inpatients aged ≥65 years who had IAD and used an absorbent pad or diaper all day were enrolled. Healing rate of IAD and variables of skin barrier function such as skin pH and skin moisture were compared between the usual absorbent pad group (n = 30) and the test absorbent pad group (n = 30).
Results: Thirteen patients (43.3%) from the test absorbent pad group and 4 patients (13.3%) from the usual absorbent pad group recovered completely from IAD. Moreover, the test absorbent pad group healed significantly faster than the usual absorbent pad group (p = 0.009). On the other hand, there were no significant differences between the two groups in skin barrier function.
Conclusion: The test absorbent pad for older adults with urinary incontinence might be more efficacious against IAD than usual absorbent pad.
Trial registration: UMIN-CTR: UMIN000006188."
271,271,"Establishment of incontinence-associated dermatitis rat models and assessment of the therapeutic effects of zinc oxide, painless skin protective film and silicone dressing",2021,Exp Ther Med,Guiyuan Chen,https://doi.org/10.3892/etm.2021.10492,"The aim of the present study was to construct incontinence-associated dermatitis (IAD) rat models and observe the therapeutic effects of zinc oxide, painless skin protective film and silicone dressing on IAD. A total of 54 rats were randomly divided into nine groups: i) Control group; ii) trypsin model group; iii) model + zinc oxide group; iv) model + painless skin protective film group; v) model + silicon dressing group; vi) synthetic urine combined with trypsin model group (joint model group); vii) joint model + zinc oxide group; viii) joint model + painless skin protective film group; and ix) joint model + silicone dressing group. A total of 4 days after applying the zinc oxide, protective film or silicon dressing intervention, IAD scores and pH values in skin tissues were examined. Skin tissues and blood samples were collected. Hematoxylin and eosin staining, immunohistochemical staining of major histocompatibility complex class II (MHC-II) and western blot analysis of MHC-II, NF-κB/p65, phosphorylated (p)-NF-κB/p65, STAT1 and p-STAT1 were carried out in skin tissue. Serum IFN-γ, IL-1β, IL-2 and TNF-α levels were determined using ELISA. The results demonstrated that IAD scores and pH values were both higher in the model groups than the control, which were significantly ameliorated by silicone dressing. The skin tissue structure of IAD rats both in trypsin model group and joint model group was severely damaged, the wounds were not covered by epidermis, and numerous inflammatory cell infiltrations were observed. After treatment, dermatitis was improved. Skin tissue from the trypsin and joint IAD models had higher MHC-II, NF-κB p65, p-NF-κB p65, STAT1 and p-STAT1 expression than controls, which was decreased by protective film and silicon dressing. Zinc oxide reduced NF-κB p65, p-NF-κB p65, STAT1 and p-STAT1 expression. However, no significant differences were observed in NF-κB/p-NF-κB ratio and STAT1/p-STAT1 ratio among groups. Furthermore, serum IFN-γ, IL-1β, IL-2 and TNF-α levels were significantly elevated in trypsin and joint IAD rats. The upregulation of these cytokines was significantly inhibited after all three treatments. Among the three treatment methods, silicone dressing had the best therapeutic effect. Thus, these findings revealed that zinc oxide, painless skin protective film and silicone dressing could ameliorate the severity of IAD rat models, and that silicone dressing possessed the best therapeutic effect."
272,272,Microbiology of secondarily infected diaper dermatitis,1992,Int J Dermatol,I Brook,https://doi.org/10.1111/j.1365-4362.1992.tb01375.x,"Specimens obtained from 67 infants with secondarily infected diaper dermatitis were cultured for aerobic and anaerobic bacteria. Bacteria growth was obtained in 58. Aerobic facultative bacteria or Candida sp. only were present in 28 patients (48%), anaerobic bacteria only in 11 (19%), and mixed anaerobic with aerobic, facultative, or yeast flora was present in 19 (33%). Ninety-one bacterial or fungal isolates were recovered (1.6 per specimen), 54 (0.9 per specimen) aerobic or facultative bacteria, 8 (0.1 per specimen) Candida sp., and 31 (0.6 per specimen) strict anaerobes. The predominant aerobic and facultative bacteria were Staphylococcus aureus (23 isolates), Streptococcus sp. (16), and Escherichia coli (6). The predominant anaerobes included Bacteroides sp. (12, including 9 Bacteroides fragilis group) and Peptostreptococcus sp. (11). Single bacterial isolates were recovered in 32 (55%) patients, 18 of which were S. aureus. Twenty-five beta-lactamase-producing bacteria were detected in 22 (51%) of the 43 tested patients. These included 16 S. aureus and 6 B. fragilis group. These data highlight the importance of anaerobic bacteria in the polymicrobial nature of secondarily infected diaper dermatitis."
273,273,The role of allergic contact dermatitis in diaper dermatitis,2009,Pediatr Dermatol,Wiley J Smith,https://doi.org/10.1111/j.1525-1470.2009.00934.x,
274,274,Diaper dermatitis. How to treat and prevent,1995,Postgrad Med,U I Sires,,"Dampness, maceration, fecal enzymes, chemicals, and other irritants lead to diaper dermatitis in infants. Most cases can be cleared with frequent diaper changes, use of superabsorbent disposable diapers (which contain gelling material in their core), and a low-potency topical corticosteroid. If the eruption lasts for more than 3 days or classic erythematous satellite lesions are present, addition of an antifungal agent should help resolve the condition. Recalcitrant or clinically atypical eruptions may signify rarer disorders, such as psoriasis, Langerhans' cell histiocytosis, Leiner's disease, or acrodermatitis enteropathica. Patients with these conditions should be referred to a dermatologist, if possible, for further evaluation and treatment."
275,275,Prevention and management of infant skin breakdown,1999,Nurs Clin North Am,C Lund,,"There are anatomic and physiologic differences in the skin of both premature and full-term infants that place them at increased risk for skin injury and breakdown. This article reviews these differences and discusses some of the infant skin care practices that can cause injury to infant skin with preventive strategies identified. Care of skin breakdown is outlined, and topical treatments reviewed in detail. Diaper dermatitis is also discussed with treatment of the underlying causes as well as the goals of treating diaper dermatitis described."
276,276,The effect of a silicone border foam dressing for prevention of pressure ulcers and incontinence-associated dermatitis in intensive care unit patients,2014,J Wound Ostomy Continence Nurs,Kyung Hee Park,https://doi.org/10.1097/won.0000000000000046,"Purpose: We measured the effect of a silicone border foam dressing on the development of pressure ulcers (PUs) and incontinence-associated dermatitis in intensive care unit (ICU) patients.
Design: Nonrandomized comparison cohort (quasi-experimental) study.
Subjects and settings: One hundred and two patients (>40 years of age) with a Braden Scale score of 16 or less who were admitted to 2 ICUs at the Samsung Medical Center in Seoul, South Korea, participated in the study.
Instruments: Pressure ulcer development was determined based on 2009 Guidelines from the National Pressure Ulcer Advisory Panel and European Pressure Ulcer Advisory Panel. Incontinence-associated dermatitis was measured using the Incontinence Associated Dermatitis and its Severity (IADS) instrument.
Methods: Fifty-two subjects were assigned to the experimental group (standard PU preventive care routine plus application of the silicone border foam dressing), and 50 subjects were assigned to the control group (standard PU preventive care alone). The number of patients who developed PU in the experimental group was compared with that from the control group using the chi-square test (χ). The IADS score of the experimental group was measured and compared with those of the control group, using an independent t test. Logistic regression was carried out to analyze the relationship between the IADS score and PU development.
Results: Both the incidence of PU development and IADS scores were significantly lower (χ = 21.722, P < .001, and t = 2.166, P < .033, respectively) in patients assigned to the experimental group as compared to those in the control group. The incidence of PU development significantly increased as the IADS score increased (odds ratio = 1.900, 95% CI = 1.237-2.917). A logistic regression analysis revealed that PU development was related to IADS score (P = .003) and that the risk of developing a pressure increased 1.9-fold for every 1-point increase in IADS score.
Conclusion: The application of a silicone border foam dressing decreased PU development and reduced the IADS score. Pressure ulcer development was found to be related to IADS score; the incidence of PU development significantly increased as IADS score increased."
277,277,[Diaper dermatitis],1995,Rev Med Liege,C Piérard-Franchimont,,
278,278,A novel treatment of diaper dermatitis in children and adults,2021,J Cosmet Dermatol,Federica Dall'Oglio,https://doi.org/10.1111/jocd.14091,"Background: Diaper dermatitis (DD) is an acute inflammatory reaction, regardless of the cause, of the diaper-covered area. Topical skin barrier repair cosmetic products are the mainstay treatment to cure and/or prevent DD.
Aims: To assess the efficacy/tolerability of a zinc gluconate-taurine/zinc oxide and panthenol/ glycerin/ Butyrospermum parkii butter barrier cream using clinical evaluation.
Methods: In this prospective, open-label trial, 20 patients (10 infants/10 adults), with mild/moderate DD enrolled at the Dermatology University Clinic of Catania (Italy) were instructed to apply the cream twice daily for 30 days. Degree of erythema was performed clinically by a 5-point severity scale (from 0 = no erythema to 4 = severe erythema), at baseline, at 15 and 30 days. An Investigator Global Assessment (IGA) using a 6-point scale (from -1 = worsening to 4 = complete response/clear) along with product tolerability was also performed at 15 and 30 days. Statistical analysis was performed using SAS version 9.
Results: At 15 days, a reduction of clinical erythema assessment (CEA) from baseline was observed (mean from 3.2 ± 0.8 to 2.5 ± 0.3; p < 0.06), that although nonsignificant, showed a significant progressive improvement at 30 days (mean from 3.2 ± 0.8 to 1.1 ± 0.9; p < 0.0001) without any age differences.
Conclusions: Our preliminary results indicate that the tested barrier cream may represent a promising approach in DD rash. It may be used in mild-to-moderate forms in monotherapy without significant side effects or, where required, in association with pharmacological agents. Its long-term use is likely safe."
279,279,Review of methods used for quantifying excess water in over-hydrated skin using evaporimetry,2010,Skin Res Technol,Mandy Fader,https://doi.org/10.1111/j.1600-0846.2009.00380.x,"Background: Advances in diapers and skin barrier products are often aimed at reducing water penetration of the skin to prevent diaper dermatitis and evaporimetry has commonly been measured to quantify excess water in the skin. The aim of this study was to critically review the methods used to measure water vapour flux density (WVFD) using evaporimetry in order to identify a standardised methodology.
Methods: We used MEDLINE (1980-2008) and hand searching to identify published papers that used evaporimetry to measure WVFD when the skin has been exposed to water/saline/urine. We compared the papers with respect to subjects, sites, methods of hydrating the skin, the conditions of logging, timing and analysing the evaporimetry data.
Results: We identified 10 papers. Methods and techniques for measuring WVFD and analysing data varied considerably between studies and it was not possible to identify a standardised method. The main sources of error and variation are discussed.
Conclusion: Little work has been carried out to establish the optimum methods and techniques needed to minimise variation in measurements of WVFD using evaporimetery. There is a need to develop more robust, standardised methods and to demonstrate their reliability for further work."
280,280,Art of prevention: The importance of proper diapering practices,2019,Int J Womens Dermatol,Erin Wesner,https://doi.org/10.1016/j.ijwd.2019.02.005,
281,281,[The skin in the diaper area - prevention and therapy of diaper dermatitis],2015,Kinderkrankenschwester,Dietrich Abeck,,
282,282,Diaper dermatitis: simple remedy,1988,CMAJ,E Warner,http://www.ncbi.nlm.nih.gov/pmc/articles/pmc1268096/,
283,283,Moisture-associated skin damage: use of a skin protectant containing manuka honey,2019,Br J Nurs,Sue Woodward,https://doi.org/10.12968/bjon.2019.28.6.329,"The skin is the largest organ in the body, providing an effective barrier against excessive fluid loss and invasion from bacteria, but the barrier function of the skin can be lost when it is damaged by prolonged contact with moisture. Moisture-associated skin damage can be caused by prolonged exposure to perspiration, urine or faeces, wound exudate or stomal output. Prevention and treatment of moisture-associated skin damage involves application of skin protectants, but there is a wide range of these products available to nursing staff, and clinical decision making is hampered by a lack of robust comparative evidence. Medihoney® Barrier Cream may be used for a number of indications related to moisture-associated skin damage, including incontinence-associated dermatitis. The use of Medihoney Barrier Cream has been shown to lower pruritis complaints associated with intertrigo, and promotes patient comfort."
284,284,"Bugs as drugs, Part 1: Insects: the ""new"" alternative medicine for the 21st century?",2010,Altern Med Rev,E Paul Cherniack,,"Insects and insect-derived products have been widely used in folk healing in many parts of the world since ancient times. Promising treatments have at least preliminarily been studied experimentally. Maggots and honey have been used to heal chronic and post-surgical wounds and have been shown to be comparable to conventional dressings in numerous settings. Honey has also been applied to treat burns. Honey has been combined with beeswax in the care of several dermatologic disorders, including psoriasis, atopic dermatitis, tinea, pityriasis versicolor, and diaper dermatitis. Royal jelly has been used to treat postmenopausal symptoms. Bee and ant venom have reduced the number of swollen joints in patients with rheumatoid arthritis. Propolis, a hive sealant made by bees, has been utilized to cure aphthous stomatitis. Cantharidin, a derivative of the bodies of blister beetles, has been applied to treat warts and molluscum contagiosum. Combining insects with conventional treatments may provide further benefit."
285,285,Treatment of diaper dermatitis,1972,Postgrad Med,R Katz,https://doi.org/10.1080/00325481.1972.11713295,
286,286,The effects of Bentonite and Calendula on the improvement of infantile diaper dermatitis,2014,J Res Med Sci,Mohsen Adib-Hajbaghery,http://www.ncbi.nlm.nih.gov/pmc/articles/pmc4115346/,"Background: Diaper dermatitis is one of the most common skin disorders of infancy and childhood. The present study aimed to compare the effects of Bentonite and Calendula on the improvement of diaper dermatitis in infants.
Materials and methods: A double-blind randomized controlled trial, which was conducted on 60 out-patient infants referred to health care centers or pediatric clinics in Khomein city and diagnosed with diaper dermatitis. Data were collected by checklist and observation, and analyzed using t-test, Chi-square, and Fisher's exact test.
Results: Mean (standard error) age of the total sample was 6.55 ± 0.69 months. Totally, 93.3% of lesions in the Bentonite group started its recovery in the first 6 h, while this rate was 40% in Calendula group (P < 0.001). Furthermore, 90% of infants in the Bentonite group and 36.7% in the Calendula group were improved completely in the first 3 days (P < 0.001).
Conclusion: Bentonite was effective on the improvement of diaper dermatitis, and also had faster effects compared with Calendula."
287,287,Designing and Implementing a Skin Care Protocol for Infants With Neonatal Abstinence Syndrome to Decrease Rates of Diaper Dermatitis,2021,Adv Neonatal Care,Courtney Glashan,https://doi.org/10.1097/anc.0000000000000898,"Background: Infants with neonatal abstinence syndrome (NAS) are at an increased risk for diaper dermatitis, which can cause skin breakdown and lead to significant pain and potential infection exposure. Skin care protocols in the neonatal intensive care unit (NICU) setting seldom specifically address the needs of this at-risk population, leading to inconsistent skin care management.
Purpose: The goal was to support a decrease in the rate of diaper dermatitis for infants with NAS by designing and implementing an evidence-based skin care protocol.
Methods: A retrospective medical record review was used to examine outcomes of 25 infants preintervention and 8 infants postintervention. The skin care protocol was a bundle of 5 evidence-based interventions: (1) a specific diaper dermatitis assessment tool; (2) frequent diaper changes with superabsorbent diapers; (3) application of petroleum jelly and alcohol-free wipes; (4) infant bathing in pH neutral soap; and (5) application of zinc oxide barrier cream for erythema.
Results: There was an overall 80.5% decrease in diaper dermatitis from pre- to postimplementation (P ≤ .01) as noted when comparing positive cases of diaper dermatitis with negative cases from pre- to postintervention.
Implications for practice: Expanding the skin care protocol to all neonates in the NICU and nursery could aid in maintaining skin integrity and decreasing diaper dermatitis in the NICU. More research is needed following this study for the data to be generalizable to other NICUs. This study offers key takeaways including using a specific diaper dermatitis assessment tool and consistently using the bundle of interventions.Video Abstract Available at:https://journals.lww.com/advancesinneonatalcare/Pages/videogallery.aspx?autoPlay=false&videoId=47."
288,288,An overview of neonatal and pediatric wound care knowledge and considerations,2007,Ostomy Wound Manage,Mona Mylene Baharestani,,"Despite significant technological advances in the care of premature neonates and chronically ill children, the knowledge and evidence base for the management of this population's wound care lag far behind its adult counterpart. Updating antiquated care regimens is an uphill battle. This review of the literature seeks to illuminate key anatomical/structural differences in neonatal skin with particular attention paid to percutaneous absorption and tolerance of adhesives. The article also presents anatomically and physiologically based recommendations for the selection of prevention and treatment modalities, including specific dressing types, appropriate dressing change and securement procedures, and pain management. Commonly encountered wound types (epidermal stripping; surgical wounds; extravasation and thermal injuries; chemical burns; pressure ulcers; diaper dermatitis; and wounds secondary to congenital conditions) are discussed. Opportunities for research abound and are considered."
289,289,Diapering choices: a critical review of the issues,1992,Pediatr Nurs,D L Wong,,"Careful consideration is needed to determine which diapering system may be best suited to an institution's or individual's needs. A critical review of five issues--skin care, infection control, other health-related concerns, environmental and safety aspects, and time/cost issues--reveals that: (a) superabsorbent paper diapers reduce the incidence and severity of diaper dermatitis and control the spread of infection in caregiving surroundings; (b) cloth and paper diapers have different effects on the environment and neither type of diaper is clearly superior to the other; and (c) the cost of disposable diapers and reusable commercial-laundered diapers may be comparable, although home-laundered diapers are least expensive if the caregiver's labor is not considered."
290,290,Perineal skin injury: extrinsic environmental risk factors,1996,Ostomy Wound Manage,D T Faria,,"Little research has been performed to evaluate factors that may exacerbate perineal skin injury in the adult population. But extensive research has been done and knowledge has been gained from studies with diaper dermatitis in infants. Our objectives in writing this article are to define the anatomical area affected, the terms used, and to review the available literature for diaper dermatitis in infants, elucidating the similarities and differences between diaper dermatitis in infants and perineal dermatitis in adults. The six extrinsic environmental factors that have been identified and extensively studied in diaper dermatitis are skin wetness, urine, ammonia, feces, local skin pH and microorganisms. Although the complex interactions of the six factors are still not totally defined, we do know that to prevent perineal skin injury, it is helpful to prevent excessive skin hydration, minimize the interaction of urine and feces, minimize local microorganisms, and maintain skin near its physiologic pH. In general, the six extrinsic factors can be extrapolated and applied to the care of adults. Further research in adult fecal enzymes and pH is still necessary."
291,291,Do hygienic factors affect labial fusion recurrence? A search for possible related etiologic factors,2012,J Pediatr Surg,Tuğba Acer,https://doi.org/10.1016/j.jpedsurg.2012.05.005,"Background/purpose: The purpose of our study was to define the factors related to recurrence of labial fusion.
Methods: The data of 110 patients diagnosed with labial fusion were gathered. The data collected and queried included age and body weight of the patient, season of presentation/occurrence, frequency of diaper change, frequency of diaper dermatitis, products used for hygiene, duration of breast milk feeding, infections, presence of allergy, thickness of the adhesion, mother's use of oral contraceptive drugs before pregnancy, mother's use of alcohol/drugs/cigarettes or presence of disease during pregnancy, the number of recurrences, treatment method, presence of labial fusion among maternal sisters or any relatives, and blood estrogen levels.
Results: Eighty-one patients (73.6%) with labial fusion were admitted for the first time, whereas 29 patients (26.4%) had been treated previously at least once. The adhesion was denser in patients with recurrence. There was no correlation between recurrence of labial fusion and age-based body weight percentile, frequency of diaper change, frequency of diaper dermatitis, hygiene products used, presence of infection, presence of allergy, mother's use of oral contraceptive drugs before pregnancy, or presence of any pathology in other family members.
Conclusions: The products used for hygiene, frequency of diaper dermatitis, duration of breast milk feeding, presence of infection, and prenatal factors showed no correlation with the recurrence of labial fusion."
292,292,The inter-rater reliability of the incontinence-associated dermatitis intervention tool-D (IADIT-D) between two independent registered nurses of nursing home residents in long-term care facilities,2013,J Nurs Meas,Brigitte Braunschmidt,https://doi.org/10.1891/1061-3749.21.2.284,"Background and purpose: Incontinence-associated dermatitis (IAD) is the clinical manifestation of moisture related skin damage (Beeckman, Woodward, & Gray, 2011). Valid assessment instruments are needed for risk assessment and classification of IAD. Aim of the quantitative-descriptive cross-sectional study was to determine the inter-rater reliability of the item scores of the German Incontinence Associated Dermatitis Intervention Tool (IADIT-D) between two independent assessors of nursing home residents (n = 381) in long-term care facilities. The 19 pairs of assessors consisted of registered nurses.
Methods: The data analysis was computed first with the calculation of the total percentage of agreement. Because this value is not randomly adjusted, the calculation of the Kappa-coefficients and AC1-Statistic was done as well.
Results: The total percentage of the inter-rater agreement was 84% (n = 319). In a second step of analysis, the calculation of all items determined high (kappa = .70) and very high agreement (AC1 = .83) levels, respectively. For the risk assessment (kappa = .82; AC1 = .94), the values amounted to very high agreement levels and for the classification (kappa(w) = .70; AC1 = .76) to high agreement levels.
Conclusions: The high to very high agreement values of IADIT-D demonstrate that the items can be regarded as stable in regards to the inter-rater reliability for the use in long-term care facilities. In addition, further validation studies are needed."
293,293,Common dermatoses of infancy,1986,Can Fam Physician,I Gora,http://www.ncbi.nlm.nih.gov/pmc/articles/pmc2328145/,"Within the pediatric population of their practices, family physicians frequently encounter infants with skin rashes. This article discusses several of the more common rashes of infancy: atopic dermatitis, cradle cap, diaper dermatitis and miliaria. Etiology, clinical picture and possible approaches to treatment are presented."
