,title,journal,authors,links,abstract
97,Peristeen(®) transanal irrigation in paediatric patients with anorectal malformations and spinal cord lesions: a multicentre Italian study,Colorectal Dis,P Midrio,https://doi.org/10.1111/codi.13101,"Aim: In paediatric and adult patients with neurogenic bowel, transanal irrigation (TAI) of the colon has gained popularity due to the introduction of a specifically designed device. The aim of this pilot study was to present the results of TAI using the Peristeen(®) TAI system in a group of paediatric patients with anorectal malformation (ARM) and congenital or acquired spinal cord lesions (SCLs).
Method: Eight Italian paediatric surgery and spina bifida centres participated in the study. The inclusion criteria were age between 6 and 17 years, weight above 20 kg and unsatisfactory bowel management. Patients with chronic inflammatory bowel disease, mental disability and surgery within the previous 3 months were excluded. At the beginning of treatment (T0) and after 3 months (T1) the Bristol scale, a questionnaire assessing bowel function, and two questionnaires on quality of life (QoL) for patients aged 6-11 years (CHQ-pf50) and 12-17 years (SF36) were administered.
Results: Eighty-three patients were enrolled, and seventy-eight completed the study (41 ARMs, 37 SCLs). At T1, constipation was reduced in ARMs from 69% to 25.6% and in SCLs from 92.7% to 41.5%, faecal incontinence in ARMs from 50% to 18.6% and in SCLs from 39% to 9.8% and flatus incontinence in ARMs from 20.9% to 9.8% and in SCLs from 31.7% to 10%. At T0, the Bristol Stool Scale types were 1-2 in 45% of ARMs and 77.5% of SCL patients, whereas at T1 types 1-2 were recorded in only 2.5% of SCL patients. QoL improved in both groups. In the younger group, a significant improvement in QoL was recorded in ARM patients for eight of nine variables and in SCL patients for seven of nine variables.
Conclusion: This study showed that Peristeen TAI resulted in a significant time reduction in colonic cleansing, increased independence from the carer and improved QoL in paediatric patients with ARMs and SCLs."
98,[Prevalence of fecal incontinence and its relationship with bowel habit in patients attended in primary care],Med Clin (Barc),Yolanda Maestre,https://doi.org/10.1016/j.medcli.2010.01.031,"Background and objectives: Fecal incontinence is a high prevalence disease in general population. The diagnosis of alterations in bowel habit could be of interest for the management of this clinical disorder. The aim of the study was to study the relationship between fecal incontinence prevalence and alteration of bowel habit in patients of a metropolitan area of Barcelona.
Patients and methods: A cross-sectional multicenter study was undertaken by interviewing the population attending 10 primary health centers. The presence of symptoms of fecal incontinence was analyzed and the bowel habit was assessed using the validated Spanish version of Bristol Stool Scale.
Results: A total of 518 subjects were studied with a mean age of 60.3 (SD: Standard deviation 17.7) years. The overall prevalence of fecal incontinence was 10.8% (2.7% incontinence to flatus, 3.7% liquid stool and 4.4% solid stool). There was a normal bowel habit in 75.6% in the group of patients without fecal incontinence and in 54.5% in patients with fecal incontinence (p=0.001).
Conclusion: The prevalence of fecal incontinence in primary care is high. 45% of patients with fecal incontinence exhibited an abnormal bowel habit."
99,Use acupuncture to treat functional constipation: study protocol for a randomized controlled trial,Trials,Ying Li,https://doi.org/10.1186/1745-6215-13-104,"Background: Whether acupuncture is effective for patients with functional constipation is still unclear. Therefore, we report the protocol of a randomized controlled trial of using acupuncture to treat functional constipation.
Design: A randomized, controlled, four-arm design, large-scale trial is currently undergoing in China. Seven hundred participants are randomly assigned to three acupuncture treatment groups and Mosapride Citrate control group in a 1:1:1:1 ratio. Participants in acupuncture groups receive 16 sessions of acupuncture treatment, and are followed up for a period of 9 weeks after randomization. The acupuncture groups are: (1) Back-Shu and Front-Mu acupoints of Large Intestine meridians (Shu-Mu points group); (2) He-Sea and Lower He-Sea acupoints of Large Intestine meridians (He points group); (3) Combining used Back-Shu, Front-Mu, He-Sea, and Lower He-Sea acupoints of Large Intestine meridians (Shu-Mu-He points group). The control group is Mosapride Citrate group. The primary outcome is frequency of defecation per week at the fourth week after randomization. The secondary outcomes include Bristol stool scale, the extent of difficulty during defecating, MOS 36-item Short Form health survey (SF-36), Self-Rating Anxiety Scale (SAS), and Self-rating Depression Scale (SDS). The first two of second outcomes are measured 1 week before randomization and 2, 4, and 8 weeks after randomization. Other second outcomes are measured 1 week before randomization and 2 and 4 weeks after randomization, but SF-36 is measured at randomization and 4 weeks after randomization.
Discussion: The result of this trial (which will be available in 2012) will confirm whether acupuncture is effective to treat functional constipation and whether traditional acupuncture theories play an important role in it.
Trials registration: Clinical Trials.gov NCT01411501."
100,Translating Clinical Findings into the Patient's Perspective: Post-hoc Pooled Analysis of Bowel Movement Changes as a Predictor of Improvement in Patients' Opioid-induced Constipation Symptoms and Outcomes,Clin Ther,Karin S Coyne,https://doi.org/10.1016/j.clinthera.2016.11.012,"Purpose: Opioid-induced constipation (OIC) is a bothersome side effect of opioid use for the management of noncancer pain, affecting patients' health-related quality of life and chronic-pain management. The objective of this study was to examine the relationship between changes in the frequency of spontaneous bowel movements (SBMs) and changes in patient-reported outcomes (PROs) among patients with OIC treated with naloxegol.
Methods: Post hoc analyses were conducted using pooled data from two Phase III 12-week, placebo-controlled trials of naloxegol for the treatment of OIC (NCT01309841 and NCT01323790). Patients completed the Patient Assessment of Constipation-Quality of Life (PAC-QOL) and PAC-Symptoms (PAC-SYM) at each study visit, and the Straining Scale and Bristol Stool Scale (BSS) with each bowel movement for the study duration. Four subgroups were created based on improvements from baseline in mean frequency of SBMs per week: 0 or worse (no change), +1 SBM, +2 SBMs, and +?? SBMs. Spearman correlations assessed the association between mean SBM changes from baseline and mean changes from baseline in PROs; analysis of covariance was used to compare changes from baseline.
Findings: A total of 1337 patients with mean (SD) age of 52.2 (11.0) years were included in this analysis. The patient population was predominantly white (79.0%) and female (62.4%). At baseline, mean SBM frequency was 1.4 (1.0) per week. At study end, all 4 SBM-change subgroups experienced improvements in PAC-QOL, PAC-SYM, Straining Scale, and BSS scores, and these changes were significantly correlated with mean changes from baseline in SBMs per week. The subgroup of patients with an increase in SBMs of ?? per week experienced the greatest improvements in PROs.
Implications: In these patients with OIC, an improvement in the frequency of SBMs by ?? per week was associated with consistent improvements in PROs, providing support for the use of improvements in SBMs as a clinical outcome surrogate for managing patients with OIC. Further research is needed to determine a threshold for change in SBMs that is clinically meaningful in both research and clinical settings. A key limitation was the post hoc nature of the study, which was not powered prospectively to examine these relationships."
101,"Repeat treatment with rifaximin improves irritable bowel syndrome-related quality of life: a secondary analysis of a randomized, double-blind, placebo-controlled trial",Therap Adv Gastroenterol,Brooks D Cash,https://doi.org/10.1177/1756283x17726087,"Background: Diarrhea-predominant irritable bowel syndrome (IBS-D) impairs patient quality of life (QOL). Rifaximin is an oral, nonsystemic antibiotic indicated for IBS-D. The objective of this secondary analysis was to evaluate rifaximin retreatment on IBS-related QOL in patients with IBS-D.
Methods: Patients received open-label rifaximin 550 mg three times daily for 2 weeks. Clinical responders [simultaneously meeting weekly response criteria for abdominal pain (�?0% improvement from baseline in mean weekly pain score) and stool consistency (�?0% decrease from baseline in number of days/week with Bristol Stool Scale (BSS) type 6 or 7 stools) during �? of first 4 weeks posttreatment] who relapsed during an up to 18-week treatment-free observation phase were randomly assigned to receive two 2-week courses of double-blind rifaximin or placebo, separated by 10 weeks. A validated 34-item IBS-QOL questionnaire examined patient responses in 8 domains.
Results: The 2579 patients receiving open-label rifaximin experienced a mean improvement from baseline in IBS-QOL overall score of 54.9%. Responders to open-label rifaximin (n = 1074 of 2438 evaluable; 44.1%) had significantly greater improvement from baseline in IBS-QOL overall and all eight subdomain scores, including dysphoria, food avoidance, interference with activity, body image, and sexual function versus nonresponders at 4 weeks posttreatment (n = 1364; p < 0.001 for all comparisons). A significantly greater percentage of responders to open-label rifaximin achieved the minimally clinically important difference (MCID; �?4-point improvement from baseline) in the overall IBS-QOL score versus nonresponders [n = 561 (52.2%) versus n = 287 (21.0%); p < 0.0001]. Among 636 patients with IBS-D relapse, the MCID in the overall IBS-QOL score was achieved by a significantly greater percentage of patients receiving double-blind rifaximin versus placebo (38.6% versus 29.6%, respectively; p = 0.009).
Conclusions: Open-label and blinded retreatment with a short course (2 weeks) of rifaximin improved IBS-QOL in patients with IBS-D [ClinicalTrials.gov identifier: NCT01543178]."
102,Effect of Connective Tissue Manipulation on Symptoms and Quality of Life in Patients With Chronic Constipation: A Randomized Controlled Trial,J Manipulative Physiol Ther,Ceren G?rsen,https://doi.org/10.1016/j.jmpt.2015.06.003,"Objective: The purpose of this study was to examine the effects of connective tissue manipulation (CTM) on the severity of constipation and health-related quality of life in individuals diagnosed with chronic constipation.
Methods: Fifty patients with a diagnosis of chronic constipation according to Rome III criteria were recruited and randomized to an intervention (n = 25) or control group (n = 25). The intervention group received CTM in addition to the lifestyle advice, whereas the control group was given only lifestyle advice for constipation. All assessments were performed at baseline and at the end of 4 weeks. The primary outcome measure was the Constipation Severity Instrument. Secondary outcomes included Patient Assessment of Constipation Quality of Life Questionnaire, Bristol Stool Scale, and 7-day bowel diary. Differences between groups were analyzed with t tests, Mann-Whitney U test and ?(2) test.
Results: Compared with the control group, subjects in the intervention group reported significantly greater improvement in total and subscale scores of the Constipation Severity Instrument and Patient Assessment of Constipation Quality of Life Questionnaire (P < .05). Based on the results from bowel diaries, the improvements in the number of bowel movements, duration of defecation, stool consistency, and the feeling of incomplete evacuation in the intervention group were also significantly more than the control group (P < .05).
Conclusion: This study showed that CTM and lifestyle advice were superior to reducing symptoms of constipation and quality of life compared with lifestyle advice alone for patients with chronic constipation."
103,Association of low dietary intake of fiber and liquids with constipation: evidence from the National Health and Nutrition Examination Survey,Am J Gastroenterol,Alayne D Markland,https://doi.org/10.1038/ajg.2013.73,"Objectives: Epidemiological studies support an association of self-defined constipation with fiber and physical activity, but not liquid intake. The aims of this study were to assess the prevalence and associations of dietary fiber and liquid intake to constipation.
Methods: Analyses were based on data from 10,914 adults (??0 years) from the 2005-2008 cycles of the National Health and Nutrition Examination Surveys. Constipation was defined as hard or lumpy stools (Bristol Stool Scale type 1 or 2) as the ""usual or most common stool type."" Dietary fiber and liquid intake from total moisture content were obtained from dietary recall. Co-variables included: age, race, education, poverty income ratio, body mass index, self-reported general health status, chronic illnesses, and physical activity. Prevalence estimates and prevalence odds ratios (POR) were analyzed in adjusted multivariable models using appropriate sampling weights.
Results: Overall, 9,373 (85.9%) adults (4,787 women and 4,586 men) had complete stool consistency and dietary data. Constipation rates were 10.2% (95% confidence interval (CI): 9.6, 10.9) for women and 4.0% (95% CI: 3.2, 5.0) for men (P<.001). After multivariable adjustment, low liquid consumption remained a predictor of constipation among women (POR: 1.3, 95% CI: 1.0, 1.6) and men (POR: 2.4, 95% CI: 1.5, 3.9); however, dietary fiber was not a predictor. Among women, African-American race/ethnicity (POR: 1.4, 95% CI: 1.0, 1.9), being obese (POR: 0.7, 95% CI: 0.5,0.9), and having a higher education level (POR: 0.8, 95% CI: 0.7, 0.9) were significantly associated with constipation.
Conclusions: The findings support clinical recommendations to treat constipation with increased liquid, but not fiber or exercise."
104,"Lubiprostone vs Senna in postoperative orthopedic surgery patients with opioid-induced constipation: a double-blind, active-comparator trial",World J Gastroenterol,Christina M Marciniak,https://doi.org/10.3748/wjg.v20.i43.16323,"Aim: To investigate the efficacy of lubiprostone compared to Senna on bowel symptoms and constipation in post-operative orthopedic patients treated with opioids.
Methods: In this double blind, randomized, active comparator trial, adults who required opioids for analgesia following orthopedic procedures and who were admitted in inpatient rehabilitation were randomized following baseline assessments to lubiprostone (Amitza(®)), orally twice a day or Senna (generic) two capsules administered daily for six days. Subjects were assessed using the patient assessment of constipation (PAC)-symptoms (PAC-SYM) and the PAC-quality of life (PAC-QOL) scales measured at baseline and Day 7; Subjects were assessed daily for secondary measures included the Bristol stool scale bowel consistency, specific bowel symptom score (Nausea, cramping, straining, completeness, abdominal pain, time per lavatory attempt, assistance needed), adverse events and rescue medications required. Function was measured using the functional independence measure (FIM) at admission and discharge; length of stay (LOS) and missed treatments due to gastrointestinal symptoms were also assessed.
Results: 64 adults were enrolled; 56 participants (28 in each group) had baseline and follow up measures and were included in the intention to treat (ITT) analyses. 43 participants completed the study, 21 in the active lubiprostone and 22 in the active Senna group. The mean age of the participants was 71.5 years (SD = 11.4 years, range: 28-96 years). In the ITT analyses, participants showed significant improvement in bowel symptoms as measured by the PAC-SYM (mean ± SD, -0.28 ± 0.60, range: -1-2.33) and PAC-QOL (mean ± SD, 0.33 ± 0.81, range: -1.5-2.0) over time, but there were no significant differences between the lubiprostone and Senna groups in mean change in the PAC-SYM (-0.20 ± 0.60 vs -0.36 ± 0.61, P = 0.61 respectively) or the PAC-QOL (0.29 ± 0.76 vs 0.37 ± 0.87, P = 0.61 respectively). The mean change in each bowel symptom also did not significantly differ between treatment groups on ITT analyses, except for completeness of bowel movement, with the Senna group showing greater negative mean change in bowel movement completeness (-0.56 ± 1.01 vs -2.00 ± 1.41, P = 0.03) and for reduction of abdominal pain, favoring Senna (-0.14 ± 0.73 vs -0.73 ± 1.08, P = 0.04). Fifteen (75%) participants in the lubiprostone and in the Senna group requested rescue treatments. Participants made significant functional improvement from admission to discharge over a median LOS of 12 d, with a mean FIM change of 29.13 ± 13.58 and no significant between group differences (27.0 ± 9.2 vs 31.5 ± 16.6, P = 0.27).
Conclusion: Both lubiprostone and Senna improved constipation-related symptoms and QOL in opioid-induced constipation, with no significant between-group differences."
105,"A Phase 1 Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single Oral Doses of DS-3801b, a Motilin Receptor Agonist, in Healthy Subjects",J Clin Pharmacol,Justin Dennie,https://doi.org/10.1002/jcph.919,"DS-3801b is an orally active, nonmacrolide, selective motilin receptor agonist. The aim of this 2-part first-in-human study was to assess the safety, tolerability, pharmacokinetics, and pharmacodynamic effects on proximal and distal gastrointestinal (GI) motility of single oral doses of DS-3801b in healthy subjects. The 13 C-octanoate breath test was used to assess gastric emptying (GE), a measure of proximal GI motility. The time to first bowel movement (TTFBM) and the consistency of the first bowel movement according to the Bristol Stool Scale (BSS) were recorded to assess distal GI motility. In part A, 48 subjects received single oral doses of DS-3801b from 1 to 100 mg or placebo (6 DS-3801b, 2 placebo per cohort). In part B, 12 subjects received 50 mg of DS-3801b or placebo to assess GE. DS-3801b is safe and generally well tolerated after doses up to 50 mg, resulting in mild, predominantly GI adverse events. DS-3801a plasma concentrations increase with increasing doses; however, Cmax increases greater than dose-proportionally, whereas AUC increases less than dose-proportionally. The double peaks observed are consistent with multiple absorption sites. Results of the 13 C-octanoate breath test indicate that DS-3801b accelerates GE. Fifty milligrams of DS-3801b resulted in a 20.8% median reduction in GE T1/2 and a 20.6% median reduction in GE Tlag compared with placebo. However, this increase in proximal GI motility was not accompanied by an effect on distal GI motility, as indicated by no significant differences in TTFBM and BSS values across DS-3801b dose levels or compared with placebo."
106,Is Bifidobacterium breve effective in the treatment of childhood constipation? Results from a pilot study,Nutr J,M M Tabbers,https://doi.org/10.1186/1475-2891-10-19,"Background: Probiotics are increasingly used in the treatment of functional gastrointestinal disorders. Studies in constipated adults with a Bifidus yoghurt (containing Bifidobacterium breve, Bifidobacterium bifidum and Lactobacillus acidophilus) showed a significant increase in defecation frequency. The aim of this pilot study was to determine if Bifidobacterium breve is effective in the treatment of childhood constipation.
Methods: Children, 3 to 16 years of age, with functional constipation according to the Rome III criteria were eligible for this study. During 4 weeks, children received one sachet of powder daily, containing 108- 1010 CFU Bifidobacterium breve. Furthermore, children were instructed to try to defecate on the toilet for 5-10 minutes after each meal and to complete a standardized bowel diary daily. The primary outcome measure was change in defecation frequency. Secondary outcome measures were stool consistency using the Bristol stool scale frequency of episodes of faecal incontinence, pain during defecation, frequency of abdominal pain, frequency of adverse effects (nausea, diarrhoea and bad taste), and frequency of intake of bisacodyl.
Results: Twenty children (75% male, mean age 7.4) were included in this pilot study. The defecation frequency per week significantly increased from 0.9 (0-2) at baseline to 4.9 (0-21) in week 4 (p < 0.01). The mean stool consistency score increased from 2.6 (2-4) at baseline to 3.5 (1-6) in week 4 (p = 0.03). The number of faecal incontinence episodes per week significantly decreased from 9.0 (0-35) at baseline to 1.5 (0-7) in week 4 (p < 0.01). Abdominal pain episodes per week significantly decreased from 4.2 (0-7) at baseline to 1.9 (0-7) in week 4 (p = 0.01). No side effects occurred.
Conclusion: Bifidobacterium breve is effective in increasing stool frequency in children with functional constipation. Furthermore it has a positive effect with respect to stool consistency, decreasing the number of faecal incontinence episodes and in diminishing abdominal pain. A randomized placebo controlled trial is required to confirm these data."
107,Influence of Bowel Habit and Hormonal Changes on the Development of Hemorrhoidal Disease During Pregnancy and the Postdelivery Period: A Prospective Cohort Study,Dis Colon Rectum,David Parés,https://doi.org/10.1097/dcr.0000000000001822,"Background: Hemorrhoidal disease in women during pregnancy is common in clinical practice. However, prospective data on its real prevalence and women's demographics are scarce.
Objective: The aim of this study was to determine the prevalence of hemorrhoidal disease during pregnancy and to assess its impact on quality of life. In addition, this study aimed to identify the relationship between patients' characteristics, bowel habits, hormonal changes, and the presence of symptomatic hemorrhoids.
Design: This is a prospective longitudinal cohort study.
Setting: This study was conducted in the Obstetrics Department for pregnancy follow-up.
Patients: The patients evaluated were a cohort of pregnant women.
Intervention: The study was designed to follow a homogeneous cohort of women for 15 months. Visits took place in the first and third trimesters of pregnancy, and 3 and 6 months after delivery. Women's demographics (age, medical history, bowel habit, Bristol stool scale) and serum determination of pregnancy-related hormones (estrogen, progesterone, and relaxin) were determined.
Main outcome measures: The primary outcome was the development of hemorrhoidal disease.
Results: Overall, 109 women (mean age, 31.2 ± 5.4 years) were included in the study. The prevalence of symptoms and physical findings of hemorrhoidal disease was present in 11% in the first trimester, 23% in the third trimester, 36.2% at 1 month after delivery, and 16.9% at 3 months after delivery. A medical history of hemorrhoidal disease was significantly associated with the diagnosis of hemorrhoids in the first trimester (p < 0.0001) and third trimester (p = 0.005). Symptoms of constipation were associated with this clinical disorder in the first trimester (p = 0.011) and the third trimester of pregnancy (p = 0.022). No association was found between hormonal changes and the development of hemorrhoidal disease.
Limitations: A larger sample would provide more information.
Conclusions: The prevalence of women with hemorrhoidal disease increases during pregnancy and after delivery. A history of hemorrhoidal disease and constipation is significantly associated with the diagnosis of symptomatic hemorrhoidal disease. See Video Abstract at http://links.lww.com/DCR/B504.
Influencia del hbito intestinal y los cambios hormonales en el desarrollo de la enfermedad hemorroidal durante el embarazo y el perodo posterior al parto un estudio de cohorte prospectivo: ANTECEDENTES:La enfermedad hemorroidal en mujeres durante el embarazo es común en la práctica clcinica. Sin embargo, hay escasos datos prospectivos sobre su prevalencia real y la demografcia de las mujeres.OBJETIVO:El objetivo fue determinar la prevalencia de enfermedad hemorroidal durante el embarazo y evaluar su impacto en la calidad de vida. Además, identificar la relaci?n entre las caractercisticas de los pacientes, los hábitos intestinales, los cambios hormonales y la presencia de hemorroides sintomáticas.DISEÑO:Estudio prospectivo de cohorte longitudinal.AJUSTE:Este estudio se realiz? en el Departamento de Obstetricia para el seguimiento del embarazo.PACIENTES:Una cohorte de mujeres embarazadas.INTERVENCIÓN:El estudio se diseñ? para realizar un seguimiento de una cohorte homogénea de mujeres durante 15 meses. Las visitas se realizaron en el primer y tercer trimestre del embarazo, y a los 3 y 6 meses después del parto. Se determinaron los datos demográficos de las mujeres (edad, antecedentes médicos, hábito intestinal, escala de heces de Bristol) y la determinaci?n sérica de hormonas relacionadas con el embarazo (estr?geno, progesterona y relaxina).PRINCIPALES MEDIDAS DE RESULTADO:El resultado principal fue el desarrollo de enfermedad hemorroidal.RESULTADOS:Se incluy? en el estudio a 109 mujeres (edad media, 31,2 ± 5,4 años). La prevalencia de scintomas y hallazgos fcisicos de enfermedad hemorroidal estuvo presente en 11% en el primer trimestre, 23% en el tercer trimestre, 36,2% 1 mes después del parto y 16,9% 3 meses después del parto. Un historial médico previo de enfermedad hemorroidal se asoci? significativamente con el diagn?stico de hemorroides en el primer trimestre (p <0,0001) y tercer trimestre (p = 0,005). Los scintomas de estreñimiento se asociaron con este trastorno clcinico en el primer trimestre (p = 0,011) y el tercer trimestre del embarazo (p = 0,022), respectivamente. No se encontr? asociaci?n entre los cambios hormonales y el desarrollo de enfermedad hemorroidal.LIMITACIONES:Una muestra más grande proporcionarcia más informaci?n.CONCLUSIONES:La prevalencia de mujeres con enfermedad hemorroidal aument? durante el embarazo y el posparto. El antecedente de enfermedad hemorroidal y estreñimiento se asociaron significativamente con el diagn?stico de enfermedad hemorroidal sintomática. Consulte Video Resumen en http://links.lww.com/DCR/B504."
108,Neurodevelopmental and psychiatric disorders in pediatric bladder and bowel dysfunction,J Pediatr Urol,Rebecca Wang,https://doi.org/10.1016/j.jpurol.2021.03.032,"Background: Bladder and bowel dysfunction (BBD) is a common pediatric problem that describes a constellation of lower urinary tract symptoms associated with constipation and/or encopresis. Its association with neurodevelopmental and psychiatric (NDP) problems is not well understood.
Objectives: Our primary aim was to identify pre-existing NDP disorders in children with BBD. Secondarily, we aimed to screen for new behavioral problems and evaluate the association between bladder or bowel symptoms and behaviors symptoms.
Methods: A cross sectional study was conducted in urology clinics. New patients referred for BBD between 4 and 17 years old were recruited and completed: a demographics survey, Dysfunctional Voiding Score System questionnaire, assessment of bowel movements with the Bristol Stool Scale, and Strength and Difficulties questionnaire (SDQ). Those with known spinal dysraphism were excluded. SDQ scores were evaluated for abnormal screens in different subscales and total difficulties scores. Pearson correlation analyses were conducted for association.
Results: We included 61 participants (age 9.5 ± 4.1 years), including 33 females and 28 males. One or more pre-existing NDP disorder(s) was reported in 14 (23%) children; most commonly being learning disability (43%) and attention deficit hyperactivity disorder (29%). This cohort had more severe BBD symptoms as reflected in DVSS scores. SDQ scores demonstrated that 12 patients without pre-existing NDP diagnoses scored in the clinical range, with hyperactivity as the most common difficulty (6/12; 50%).
Conclusions: A significant proportion of children with BBD have a comorbid NDP disorder and present with more severe symptomatology. The SDQ can be used as a behavioral screening tool this population for the identification of children who may benefit from formal developmental pediatrics assessment."
109,Designing the GALAXY study: Partnering with the cystic fibrosis community to optimize assessment of gastrointestinal symptoms,J Cyst Fibros,A Jay Freeman,https://doi.org/10.1016/j.jcf.2020.12.021,"Background: Gastrointestinal (GI) involvement among persons with cystic fibrosis (CF) is highly prevalent, representing a significant source of morbidity. Persons with CF have identified GI concerns as a top research priority, yet universal clinical outcome measures capturing many of the GI symptoms experienced in CF are lacking. The GALAXY study was envisioned to address this unmet need.
Methods: The GALAXY study team partnered with Community Voice, a community of patients with CF and their caregivers, to identify the patient reported outcome measures that most accurately reflected their experience with GI symptoms in CF. We also surveyed CF care teams to identify the comfort level of various team members (providers, nurses and dieticians) in managing a variety of GI conditions.
Results: Members of Community Voice identified the combination of PAC-SYM, PAGI-SYM, PAC-QOL and the Bristol Stool scale with three additional symptom-specific questions as patient-reported outcome measures that comprehensively captured the CF experience with GI disease. CF care team providers reported a high level of comfort in treating GI conditions including constipation (92%), GERD (93%), and gassiness (77%), however comfort level was limited to only first-line interventions.
Conclusion: By partnering with persons with CF as well as their caregivers and medical providers, the GALAXY study is designed to uniquely capture the prevalence and severity of GI involvement among persons with CF in a manner that reflects the CF patient experience. The results of GALAXY will inform the development of future interventional trials and serve as a reproducible and objective study endpoint."
110,"Long-Term Safety and Efficacy of Subcutaneous Methylnaltrexone in Patients with Opioid-Induced Constipation and Chronic Noncancer Pain: A Phase 3, Open-Label Trial",Pain Med,Lynn R Webster,https://doi.org/10.1093/pm/pnx148,"Objective: Methylnaltrexone, a peripherally acting µ-opioid receptor antagonist, alleviates opioid-induced constipation. Understanding its long-term safety and efficacy profile in patients with chronic noncancer pain is warranted given the persistence of opioid-induced constipation.
Methods.?? In this phase 3, multicenter, open-label trial, adults with chronic noncancer pain (N = 1034) received subcutaneous methylnaltrexone 12 mg once daily for 48 weeks.
Results: The most common adverse events were gastrointestinal related (e.g., abdominal pain, diarrhea, nausea) and were mild to moderate in intensity. Only 15.2% of patients discontinued because of an adverse event. Serious cardiac-related adverse events occurred in nine patients. Of the seven instances of major adverse coronary events reported, three were adjudicated after external review; all instances occurred in patients with cardiovascular risk factors. Methylnaltrexone elicited a bowel movement within four hours in 34.1% of the injections throughout the 48-week treatment period.
Conclusions: Change from baseline in mean weekly bowel movement rate, Bowel Movement Straining Scale score, Bristol Stool Scale score, and mean percentage of patients with complete evacuation from baseline to week 48 were significantly improved ( P < 0.001 for all). Long-term subcutaneous methylnaltrexone was well tolerated, with no new safety concerns, and provided consistent opioid-induced constipation relief in patients with chronic noncancer pain."
111,Polar vectors as a method for evaluating the effectiveness of irritable bowel syndrome treatments: an analysis with pinaverium bromide 100mg plus simethicone 300mg po bid,Rev Gastroenterol Mex,J C L?pez-Alvarenga,https://doi.org/10.1016/j.rgmx.2012.10.003,"Background: Irritable Bowel Syndrome (IBS) is a disorder characterized by abdominal pain or discomfort associated with changes in bowel habit. Currently there are no objective outcome measures for evaluating the effectiveness of treatments for this disorder.
Aims: To determine the usefulness of a method of analysis that employs polar vectors to evaluate the effectiveness of IBS treatments.
Methods: Data from a Phase IV clinical study with 1677 active IBS-Rome III patients who received 100mg of pinaverium bromide+300mg of simethicone (PB+S) po bid for a period of four weeks were used for the analysis. Using the Bristol Stool Scale as a reference, the consistency and frequency of each type of bowel movement were recorded weekly in a Bristol Matrix (BM) and the data were expressed as polar vectors.
Results: The analysis showed a differential response to the PB+S treatment among the IBS subtypes: in reference to the IBS with constipation subtype, the magnitude of the vector increased from 10.2 to 12.5, reaching maximum improvement at two weeks of treatment (p<0.05, Scheffé). In the IBS with diarrhea and mixed IBS subtypes, the magnitude of the vector decreased from 19 to 14 (p<0.05) and from 16.5 to 13 (p<0.05), respectively, with continuous improvement for a period of four weeks. There was no definable vectorial pattern in the unsubtyped IBS group.
Conclusions: Analysis with polar vectors enables treatment response to be measured in different IBS subtypes. All the groups showed improvement with PB+S, but each one had its own characteristic response in relation to vector magnitude and direction. The proposed method can be implemented in clinical studies to evaluate the efficacy of IBS treatments."
112,Addition of probiotics to antibiotics improves the clinical course of pneumonia in young people without comorbidities: a randomized controlled trial,Sci Rep,Chang Hun Lee,https://doi.org/10.1038/s41598-020-79630-2,"This study was aimed at investigating the clinical efficacy of probiotics in pneumonia patients. To this end, we enrolled 80 participants diagnosed with pneumonia at Naval Pohang Hospital, Pohang, Korea, from May 2016 to January 2017. The participants were randomly assigned to the control and probiotic groups depending on whether they received probiotics. All participants clinically improved but 22.6% of the participants complained of abnormal stool habits after pneumonia treatment. In comparison, fever duration was significantly shorter in the probiotic group, and the group exhibited an improved general condition. The probiotic group also showed better stool characteristics according to the Bristol stool scale (P = 0.009). Notably, the serum hs-CRP levels were significantly lower in the probiotic group at 2 weeks of treatment (P = 0.015), and all participants in the probiotic group achieved their levels within the normal range. Flow cytometry was used to analyze T-helper 17 (Th17) cells and regulatory T cells (Tregs). Tregs were promoted and the Th17 cell/Treg ratio was suppressed after 2 weeks of treatment in the probiotic group (P = 0.007 and 0.037, respectively). This study demonstrated that probiotics improved clinical symptoms and normalized inflammatory biomarker levels in patients with pneumonia. Early infection and inflammation recovery may be due to the immunomodulatory effects of probiotics by facilitating the subset of Tregs and suppressing the Th17 cell/Treg ratio."
